"si_id","edt_id","pollutant_standard","tribal_code","state_code","county_code","site_number","parameter_code","dv_year","latitude","longitude","address","city_name","county_name","state_name","tribe_name","local_site_name","local_site_id","urbanized_area","cbsa_name","year_0_poc","year_0_complete_quarters","year_0_99th_percentile","year_0_complete_ind","year_0_high_test_perc","year_0_low_test_perc","year_0_cert_ind","year_1_poc","year_1_complete_quarters","year_1_99th_percentile","year_1_complete_ind","year_1_high_test_perc","year_1_low_test_perc","year_1_certification_ind","year_2_poc","year_2_complete_quarters","year_2_99th_percentile","year_2_complete_ind","year_2_high_test_perc","year_2_low_test_perc","year_2_certification_ind","design_value","pollutant_standard_id","statistic_name","primary_standard_level","parameter_name","unit_code","units_of_measure","high_test_dv","low_test_dv","q1_3year_valid_days","q1_3year_max_all_days","q1_3year_min_valid_days","q1_min_completeness","q2_3year_valid_days","q2_3year_max_all_days","q2_3year_min_valid_days","q2_min_completeness","q3_3year_valid_days","q3_3year_max_all_days","q3_3year_min_valid_days","q3_min_completeness","q4_3year_valid_days","q4_3year_max_all_days","q4_3year_min_valid_days","q4_min_completeness","dv_validity_indicator","select_date"
3310,5,"SO2 1-hour 2010",,"13","121","0055","42401",2022,33.720742384971,-84.3573161635597,"945 East United Ave., Atlanta, Georgia, 30316","Atlanta","Fulton","Georgia",,"United Avenue",,"Atlanta, GA","Atlanta-Sandy Springs-Roswell, GA Metropolitan Statistical Area",1,4,3.9,"Y",,,,1,4,4,"Y",,,"Y",1,4,3.3,"Y",,,"Y",4,19,"Annual 99th Percentile",75,"Sulfur dioxide","008","Parts per billion",,,271,4.5,0,100,272,3.8,0.4,98.9010989010989,267,4.4,0.8,93.4782608695652,264,4.9,0.1,89.1304347826087,"Y",2022-02-28 23:00:00
3322,5,"SO2 1-hour 2010",,"13","127","0006","42401",2013,31.1698048619361,-81.4950347836971,"Glynn Learning Center, 2900 ALBANY ST., BRUNSWICK, GA 31520","Brunswick","Glynn","Georgia",,"Brunswick",,"Brunswick, GA","Brunswick, GA Metropolitan Statistical Area",,,,,,,,5,4,3.8,"Y",,,"Y",5,4,8,"Y",,,"Y",6,19,"Annual 99th Percentile",75,"Sulfur dioxide","008","Parts per billion",,,181,10,1,100,182,9,1,100,169,11.2,1,90.2173913043478,181,5.7,1,96.7391304347826,"N",2013-02-28 23:00:00
3322,5,"SO2 1-hour 2010",,"13","127","0006","42401",2014,31.1698048619361,-81.4950347836971,"Glynn Learning Center, 2900 ALBANY ST., BRUNSWICK, GA 31520","Brunswick","Glynn","Georgia",,"Brunswick",,"Brunswick, GA","Brunswick, GA Metropolitan Statistical Area",,,,,,,,,,,,,,,5,4,3.8,"Y",,,"Y",4,19,"Annual 99th Percentile",75,"Sulfur dioxide","008","Parts per billion",,,91,2.7,1,100,91,3.7,1,100,83,11.2,1,90.2173913043478,92,3.8,1,100,"N",2014-02-28 23:00:00
3322,5,"SO2 1-hour 2010",,"13","127","0006","42401",2021,31.1698048619361,-81.4950347836971,"Glynn Learning Center, 2900 ALBANY ST., BRUNSWICK, GA 31520","Brunswick","Glynn","Georgia",,"Brunswick",,"Brunswick, GA","Brunswick, GA Metropolitan Statistical Area",5,0,,"N",,,"Y",,,,,,,,,,,,,,,,19,"Annual 99th Percentile",75,"Sulfur dioxide","008","Parts per billion",,,0,,,,0,,,,0,,,,0,0.4,,0,,2021-02-28 23:00:00
3322,5,"SO2 1-hour 2010",,"13","127","0006","42401",2022,31.1698048619361,-81.4950347836971,"Glynn Learning Center, 2900 ALBANY ST., BRUNSWICK, GA 31520","Brunswick","Glynn","Georgia",,"Brunswick",,"Brunswick, GA","Brunswick, GA Metropolitan Statistical Area",,,,,,,,5,0,,"N",,,"Y",,,,,,,,,19,"Annual 99th Percentile",75,"Sulfur dioxide","008","Parts per billion",,,0,,,,0,,,,0,,,,0,0.4,,0,,2022-02-28 23:00:00
3369,5,"SO2 1-hour 2010",,"13","245","0091","42401",2013,33.433900000868,-82.0224,"Bungalow Road Elementary School, 2216 BUNGALOW RD, AUGUSTA GA 30906","Augusta","Richmond","Georgia",,"Augusta",,"Augusta, GA-SC","Augusta-Richmond County, GA-SC Metropolitan Statistical Area",1,4,62.9,"Y",,,"Y",,,,,,,,,,,,,,,63,19,"Annual 99th Percentile",75,"Sulfur dioxide","008","Parts per billion",,,77,41.9,1,85.5555555555555,76,68.5,1,83.5164835164835,92,83,1,100,92,62.9,1,100,"N",2013-02-28 23:00:00
3369,5,"SO2 1-hour 2010",,"13","245","0091","42401",2014,33.433900000868,-82.0224,"Bungalow Road Elementary School, 2216 BUNGALOW RD, AUGUSTA GA 30906","Augusta","Richmond","Georgia",,"Augusta",,"Augusta, GA-SC","Augusta-Richmond County, GA-SC Metropolitan Statistical Area",1,4,57.6,"Y",,,"Y",1,4,62.9,"Y",,,"Y",,,,,,,,60,19,"Annual 99th Percentile",75,"Sulfur dioxide","008","Parts per billion",,,162,57.6,1,85.5555555555555,165,68.5,1,83.5164835164835,184,83,1,100,184,63.8,1,100,"N",2014-02-28 23:00:00
3369,5,"SO2 1-hour 2010",,"13","245","0091","42401",2015,33.433900000868,-82.0224,"Bungalow Road Elementary School, 2216 BUNGALOW RD, AUGUSTA GA 30906","Augusta","Richmond","Georgia",,"Augusta",,"Augusta, GA-SC","Augusta-Richmond County, GA-SC Metropolitan Statistical Area",1,4,63.1,"Y",,,"Y",1,4,57.6,"Y",,,"Y",1,4,62.9,"Y",,,"Y",61,19,"Annual 99th Percentile",75,"Sulfur dioxide","008","Parts per billion",,,250,57.6,1,85.5555555555555,256,68.5,1,83.5164835164835,276,104.1,1,100,274,63.8,1,97.8260869565217,"Y",2015-02-28 23:00:00
3369,5,"SO2 1-hour 2010",,"13","245","0091","42401",2016,33.433900000868,-82.0224,"Bungalow Road Elementary School, 2216 BUNGALOW RD, AUGUSTA GA 30906","Augusta","Richmond","Georgia",,"Augusta",,"Augusta, GA-SC","Augusta-Richmond County, GA-SC Metropolitan Statistical Area",1,4,58,"Y",,,"Y",1,4,63.1,"Y",,,"Y",1,4,57.6,"Y",,,"Y",60,19,"Annual 99th Percentile",75,"Sulfur dioxide","008","Parts per billion",,,264,57.6,1,94.4444444444444,268,67.7,1,96.7032967032967,276,104.1,1,100,270,78.3,0.9,95.6521739130435,"Y",2016-02-29 23:00:00
3369,5,"SO2 1-hour 2010",,"13","245","0091","42401",2017,33.433900000868,-82.0224,"Bungalow Road Elementary School, 2216 BUNGALOW RD, AUGUSTA GA 30906","Augusta","Richmond","Georgia",,"Augusta",,"Augusta, GA-SC","Augusta-Richmond County, GA-SC Metropolitan Statistical Area",1,4,34.8,"Y",,,"Y",1,4,58,"Y",,,"Y",1,4,63.1,"Y",,,"Y",52,19,"Annual 99th Percentile",75,"Sulfur dioxide","008","Parts per billion",,,269,49.8,1,97.7777777777778,269,68.3,1,96.7032967032967,270,104.1,-0.4,93.4782608695652,268,78.3,0,95.6521739130435,"Y",2017-02-28 23:00:00
3369,5,"SO2 1-hour 2010",,"13","245","0091","42401",2018,33.433900000868,-82.0224,"Bungalow Road Elementary School, 2216 BUNGALOW RD, AUGUSTA GA 30906","Augusta","Richmond","Georgia",,"Augusta",,"Augusta, GA-SC","Augusta-Richmond County, GA-SC Metropolitan Statistical Area",1,4,63.9,"Y",,,"Y",1,4,34.8,"Y",,,"Y",1,4,58,"Y",,,"Y",52,19,"Annual 99th Percentile",75,"Sulfur dioxide","008","Parts per billion",,,270,60.9,0.2,98.8888888888889,268,68.3,0.1,96.7032967032967,270,93.9,-0.4,93.4782608695652,269,78.3,-0.3,95.6521739130435,"Y",2018-02-28 23:00:00
3369,5,"SO2 1-hour 2010",,"13","245","0091","42401",2019,33.433900000868,-82.0224,"Bungalow Road Elementary School, 2216 BUNGALOW RD, AUGUSTA GA 30906","Augusta","Richmond","Georgia",,"Augusta",,"Augusta, GA-SC","Augusta-Richmond County, GA-SC Metropolitan Statistical Area",1,4,49.3,"Y",,,"Y",1,4,63.9,"Y",,,"Y",1,4,34.8,"Y",,,"Y",49,19,"Annual 99th Percentile",75,"Sulfur dioxide","008","Parts per billion",,,269,62,0.1,98.8888888888889,271,68.3,0.1,98.9010989010989,252,93.9,-0.4,80.4347826086956,272,75.2,-0.3,97.8260869565217,"Y",2019-02-28 23:00:00
3369,5,"SO2 1-hour 2010",,"13","245","0091","42401",2020,33.433900000868,-82.0224,"Bungalow Road Elementary School, 2216 BUNGALOW RD, AUGUSTA GA 30906","Augusta","Richmond","Georgia",,"Augusta",,"Augusta, GA-SC","Augusta-Richmond County, GA-SC Metropolitan Statistical Area",1,4,58.2,"Y",,,"Y",1,4,49.3,"Y",,,"Y",1,4,63.9,"Y",,,"Y",57,19,"Annual 99th Percentile",75,"Sulfur dioxide","008","Parts per billion",,,268,62,-0.4,97.8021978021978,272,87.4,0.1,98.9010989010989,258,93.9,0,80.4347826086956,274,75.2,-0.3,98.9130434782609,"Y",2020-02-29 23:00:00
3369,5,"SO2 1-hour 2010",,"13","245","0091","42401",2021,33.433900000868,-82.0224,"Bungalow Road Elementary School, 2216 BUNGALOW RD, AUGUSTA GA 30906","Augusta","Richmond","Georgia",,"Augusta",,"Augusta, GA-SC","Augusta-Richmond County, GA-SC Metropolitan Statistical Area",1,4,58.7,"Y",,,"Y",1,4,58.2,"Y",,,"Y",1,4,49.3,"Y",,,"Y",55,19,"Annual 99th Percentile",75,"Sulfur dioxide","008","Parts per billion",,,267,72,-0.4,97.7777777777778,257,87.4,0.1,82.4175824175824,258,83.1,0,80.4347826086956,275,79.1,0,98.9130434782609,"Y",2021-02-28 23:00:00
3369,5,"SO2 1-hour 2010",,"13","245","0091","42401",2022,33.433900000868,-82.0224,"Bungalow Road Elementary School, 2216 BUNGALOW RD, AUGUSTA GA 30906","Augusta","Richmond","Georgia",,"Augusta",,"Augusta, GA-SC","Augusta-Richmond County, GA-SC Metropolitan Statistical Area",1,4,52.5,"Y",,,,1,4,58.7,"Y",,,"Y",1,4,58.2,"Y",,,"Y",56,19,"Annual 99th Percentile",75,"Sulfur dioxide","008","Parts per billion",,,266,72,-0.4,97.7777777777778,257,87.4,0.1,82.4175824175824,276,83.1,0.1,100,265,79.1,0,88.0434782608695,"Y",2022-02-28 23:00:00
3402,5,"SO2 1-hour 2010",,"15","001","0005","42401",2015,19.4308,-155.2578,"Hawaii Volcanoes National Park, HI 96718","Hawaii Volcanoes National Park","Hawaii","Hawaii",,"Hawaii Volcanoes NP - Kilauea Visitors Center",,"Not in an urban area","Hilo, HI Micropolitan Statistical Area",1,0,,"N",,,"X",,,,,,,,,,,,,,,,19,"Annual 99th Percentile",75,"Sulfur dioxide","008","Parts per billion",,,0,,,,0,,,0,0,,,0,0,,,,,2015-02-28 23:00:00
3402,5,"SO2 1-hour 2010",,"15","001","0005","42401",2016,19.4308,-155.2578,"Hawaii Volcanoes National Park, HI 96718","Hawaii Volcanoes National Park","Hawaii","Hawaii",,"Hawaii Volcanoes NP - Kilauea Visitors Center",,"Not in an urban area","Hilo, HI Micropolitan Statistical Area",,,,,,,,1,0,,"N",,,"X",,,,,,,,,19,"Annual 99th Percentile",75,"Sulfur dioxide","008","Parts per billion",,,0,,,,0,,,0,0,,,0,0,,,,,2016-02-29 23:00:00
3402,5,"SO2 1-hour 2010",,"15","001","0005","42401",2017,19.4308,-155.2578,"Hawaii Volcanoes National Park, HI 96718","Hawaii Volcanoes National Park","Hawaii","Hawaii",,"Hawaii Volcanoes NP - Kilauea Visitors Center",,"Not in an urban area","Hilo, HI Micropolitan Statistical Area",1,0,,"N",,,"X",,,,,,,,1,0,,"N",,,"X",,19,"Annual 99th Percentile",75,"Sulfur dioxide","008","Parts per billion",,,0,,,,0,,,0,0,,,0,0,,,,,2017-02-28 23:00:00
3402,5,"SO2 1-hour 2010",,"15","001","0005","42401",2018,19.4308,-155.2578,"Hawaii Volcanoes National Park, HI 96718","Hawaii Volcanoes National Park","Hawaii","Hawaii",,"Hawaii Volcanoes NP - Kilauea Visitors Center",,"Not in an urban area","Hilo, HI Micropolitan Statistical Area",,,,,,,,1,0,,"N",,,"X",,,,,,,,,19,"Annual 99th Percentile",75,"Sulfur dioxide","008","Parts per billion",,,0,,,,0,,,,0,,,0,0,,,,,2018-02-28 23:00:00
3402,5,"SO2 1-hour 2010",,"15","001","0005","42401",2019,19.4308,-155.2578,"Hawaii Volcanoes National Park, HI 96718","Hawaii Volcanoes National Park","Hawaii","Hawaii",,"Hawaii Volcanoes NP - Kilauea Visitors Center",,"Not in an urban area","Hilo, HI Micropolitan Statistical Area",1,0,,"N",,,"X",,,,,,,,1,0,,"N",,,"X",,19,"Annual 99th Percentile",75,"Sulfur dioxide","008","Parts per billion",,,0,,,,0,,,,0,,,0,0,,,0,,2019-02-28 23:00:00
3402,5,"SO2 1-hour 2010",,"15","001","0005","42401",2020,19.4308,-155.2578,"Hawaii Volcanoes National Park, HI 96718","Hawaii Volcanoes National Park","Hawaii","Hawaii",,"Hawaii Volcanoes NP - Kilauea Visitors Center",,"Not in an urban area","Hilo, HI Micropolitan Statistical Area",,,,,,,,1,0,,"N",,,"X",,,,,,,,,19,"Annual 99th Percentile",75,"Sulfur dioxide","008","Parts per billion",,,0,,,,0,,,,0,,,0,0,,,0,,2020-02-29 23:00:00
3402,5,"SO2 1-hour 2010",,"15","001","0005","42401",2021,19.4308,-155.2578,"Hawaii Volcanoes National Park, HI 96718","Hawaii Volcanoes National Park","Hawaii","Hawaii",,"Hawaii Volcanoes NP - Kilauea Visitors Center",,"Not in an urban area","Hilo, HI Micropolitan Statistical Area",1,0,,"N",,,,,,,,,,,1,0,,"N",,,"X",,19,"Annual 99th Percentile",75,"Sulfur dioxide","008","Parts per billion",,,0,,,,0,,,,0,,,0,0,,,0,,2021-02-28 23:00:00
3402,5,"SO2 1-hour 2010",,"15","001","0005","42401",2022,19.4308,-155.2578,"Hawaii Volcanoes National Park, HI 96718","Hawaii Volcanoes National Park","Hawaii","Hawaii",,"Hawaii Volcanoes NP - Kilauea Visitors Center",,"Not in an urban area","Hilo, HI Micropolitan Statistical Area",1,0,,"N",,,,1,0,,"N",,,,,,,,,,,,19,"Annual 99th Percentile",75,"Sulfur dioxide","008","Parts per billion",,,0,,,,0,,,,0,,,0,0,,,0,,2022-02-28 23:00:00
3404,5,"SO2 1-hour 2010",,"15","001","0007","42401",2014,19.4205060005923,-155.287853,"Hawaii Volcanoes National Park, HI 96718","Hawaii Volcanoes National Park","Hawaii","Hawaii",,"Hawaii Volcanoes NP - The Observatory",,"Not in an urban area","Hilo, HI Micropolitan Statistical Area",1,0,,"N",,,"U",,,,,,,,,,,,,,,,19,"Annual 99th Percentile",75,"Sulfur dioxide","008","Parts per billion",,,0,,,,0,,,,0,,,0,0,,,,,2014-02-28 23:00:00
3404,5,"SO2 1-hour 2010",,"15","001","0007","42401",2015,19.4205060005923,-155.287853,"Hawaii Volcanoes National Park, HI 96718","Hawaii Volcanoes National Park","Hawaii","Hawaii",,"Hawaii Volcanoes NP - The Observatory",,"Not in an urban area","Hilo, HI Micropolitan Statistical Area",1,0,,"N",,,"X",1,0,,"N",,,"U",,,,,,,,,19,"Annual 99th Percentile",75,"Sulfur dioxide","008","Parts per billion",,,0,,,,0,,,,0,,,0,0,,,0,,2015-02-28 23:00:00
3404,5,"SO2 1-hour 2010",,"15","001","0007","42401",2016,19.4205060005923,-155.287853,"Hawaii Volcanoes National Park, HI 96718","Hawaii Volcanoes National Park","Hawaii","Hawaii",,"Hawaii Volcanoes NP - The Observatory",,"Not in an urban area","Hilo, HI Micropolitan Statistical Area",1,0,,"N",,,"U",1,0,,"N",,,"X",1,0,,"N",,,"U",,19,"Annual 99th Percentile",75,"Sulfur dioxide","008","Parts per billion",,,0,,,,0,,,,0,,,0,0,,,0,,2016-02-29 23:00:00
3404,5,"SO2 1-hour 2010",,"15","001","0007","42401",2017,19.4205060005923,-155.287853,"Hawaii Volcanoes National Park, HI 96718","Hawaii Volcanoes National Park","Hawaii","Hawaii",,"Hawaii Volcanoes NP - The Observatory",,"Not in an urban area","Hilo, HI Micropolitan Statistical Area",1,0,,"N",,,"X",1,0,,"N",,,"U",1,0,,"N",,,"X",,19,"Annual 99th Percentile",75,"Sulfur dioxide","008","Parts per billion",,,0,,,,0,,,0,0,,,0,0,,,0,,2017-02-28 23:00:00
3404,5,"SO2 1-hour 2010",,"15","001","0007","42401",2018,19.4205060005923,-155.287853,"Hawaii Volcanoes National Park, HI 96718","Hawaii Volcanoes National Park","Hawaii","Hawaii",,"Hawaii Volcanoes NP - The Observatory",,"Not in an urban area","Hilo, HI Micropolitan Statistical Area",1,0,,"N",,,"U",1,0,,"N",,,"X",1,0,,"N",,,"U",,19,"Annual 99th Percentile",75,"Sulfur dioxide","008","Parts per billion",,,0,,,0,0,,,0,0,,,0,0,,,,,2018-02-28 23:00:00
93638,5,"SO2 1-hour 2010",,"15","001","1006","42401",2013,19.71756222,-155.1105295,"1099 WAIANUENUE AVE, HILO","Hilo","Hawaii","Hawaii",,"Hilo","HL11","Not in an urban area","Hilo, HI Micropolitan Statistical Area",1,4,67.5,"Y",,,"U",1,4,72.5,"Y",,,"U",1,4,144,"Y",,,"U",95,19,"Annual 99th Percentile",75,"Sulfur dioxide","008","Parts per billion",,,271,288,0.2,100,267,67.5,0.3,93.4065934065934,276,48.5,0,100,274,99,0,97.8260869565217,"Y",2013-02-28 23:00:00
93638,5,"SO2 1-hour 2010",,"15","001","1006","42401",2014,19.71756222,-155.1105295,"1099 WAIANUENUE AVE, HILO","Hilo","Hawaii","Hawaii",,"Hilo","HL11","Not in an urban area","Hilo, HI Micropolitan Statistical Area",1,3,69.8,"N",69.8,69.8,"U",1,4,67.5,"Y",,,"U",1,4,72.5,"Y",,,"U",70,19,"Annual 99th Percentile",75,"Sulfur dioxide","008","Parts per billion",70,70,271,75.4,0.2,100,270,67.5,0.3,96.7032967032967,251,48.5,0.4,72.8260869565217,271,74.8,0.6,94.5652173913043,"Y",2014-02-28 23:00:00
93638,5,"SO2 1-hour 2010",,"15","001","1006","42401",2015,19.71756222,-155.1105295,"1099 WAIANUENUE AVE, HILO","Hilo","Hawaii","Hawaii",,"Hilo","HL11","Not in an urban area","Hilo, HI Micropolitan Statistical Area",1,4,235.6,"Y",,,"Y",1,3,69.8,"N",127.7,69.8,"U",1,4,67.5,"Y",,,"U",124,19,"Annual 99th Percentile",75,"Sulfur dioxide","008","Parts per billion",144,124,270,639.8,0.7,100,270,67.5,0.9,96.7032967032967,251,127.7,0.7,72.8260869565217,271,88.4,1,94.5652173913043,"Y",2015-02-28 23:00:00
93638,5,"SO2 1-hour 2010",,"15","001","1006","42401",2016,19.71756222,-155.1105295,"1099 WAIANUENUE AVE, HILO","Hilo","Hawaii","Hawaii",,"Hilo","HL11","Not in an urban area","Hilo, HI Micropolitan Statistical Area",1,4,312.7,"Y",,,"Y",1,4,235.6,"Y",,,"Y",1,3,69.8,"N",127.7,69.8,"U",206,19,"Annual 99th Percentile",75,"Sulfur dioxide","008","Parts per billion",225,206,270,639.8,1.4,98.9010989010989,267,51.2,0.3,96.7032967032967,245,127.7,0.4,72.8260869565217,269,163.6,0.1,94.5652173913043,"Y",2016-02-29 23:00:00
93638,5,"SO2 1-hour 2010",,"15","001","1006","42401",2017,19.71756222,-155.1105295,"1099 WAIANUENUE AVE, HILO","Hilo","Hawaii","Hawaii",,"Hilo","HL11","Not in an urban area","Hilo, HI Micropolitan Statistical Area",1,4,359.2,"Y",,,"Y",1,4,312.7,"Y",,,"Y",1,4,235.6,"Y",,,"Y",303,19,"Annual 99th Percentile",75,"Sulfur dioxide","008","Parts per billion",,,268,667.4,0.6,97.7777777777778,270,359.2,0.3,96.7032967032967,270,127.7,0.4,93.4782608695652,268,281.4,0.1,93.4782608695652,"Y",2017-02-28 23:00:00
93638,5,"SO2 1-hour 2010",,"15","001","1006","42401",2018,19.71756222,-155.1105295,"1099 WAIANUENUE AVE, HILO","Hilo","Hawaii","Hawaii",,"Hilo","HL11","Not in an urban area","Hilo, HI Micropolitan Statistical Area",1,4,191.3,"Y",,,"M",1,4,359.2,"Y",,,"Y",1,4,312.7,"Y",,,"Y",288,19,"Annual 99th Percentile",75,"Sulfur dioxide","008","Parts per billion",,,266,667.4,0.6,97.7777777777778,269,359.2,0.2,96.7032967032967,260,168.5,0,89.1304347826087,265,281.4,0.1,93.4782608695652,"Y",2018-02-28 23:00:00
93638,5,"SO2 1-hour 2010",,"15","001","1006","42401",2019,19.71756222,-155.1105295,"1099 WAIANUENUE AVE, HILO","Hilo","Hawaii","Hawaii",,"Hilo","HL11","Not in an urban area","Hilo, HI Micropolitan Statistical Area",1,4,10.6,"Y",,,"Y",1,4,191.3,"Y",,,"M",1,4,359.2,"Y",,,"Y",187,19,"Annual 99th Percentile",75,"Sulfur dioxide","008","Parts per billion",,,266,667.4,0.6,97.7777777777778,268,359.2,0.2,95.6043956043956,266,168.5,0,89.1304347826087,266,281.4,0.5,93.4782608695652,"Y",2019-02-28 23:00:00
93638,5,"SO2 1-hour 2010",,"15","001","1006","42401",2020,19.71756222,-155.1105295,"1099 WAIANUENUE AVE, HILO","Hilo","Hawaii","Hawaii",,"Hilo","HL11","Not in an urban area","Hilo, HI Micropolitan Statistical Area",1,4,11.6,"Y",,,"Y",1,4,10.6,"Y",,,"Y",1,4,191.3,"Y",,,"M",71,19,"Annual 99th Percentile",75,"Sulfur dioxide","008","Parts per billion",,,269,191,1,97.7777777777778,267,342.7,0.2,95.6043956043956,253,168.5,0,85.8695652173913,256,31.7,0.3,82.6086956521739,"Y",2020-02-29 23:00:00
93638,5,"SO2 1-hour 2010",,"15","001","1006","42401",2021,19.71756222,-155.1105295,"1099 WAIANUENUE AVE, HILO","Hilo","Hawaii","Hawaii",,"Hilo","HL11","Not in an urban area","Hilo, HI Micropolitan Statistical Area",1,3,26.7,"N",77.9,26.7,"N",1,4,11.6,"Y",,,"Y",1,4,10.6,"Y",,,"Y",16,19,"Annual 99th Percentile",75,"Sulfur dioxide","008","Parts per billion",33,16,228,77.9,0.5,52.2222222222222,268,12.6,0,95.6043956043956,263,216.3,1.5,85.8695652173913,240,87.3,0.3,79.3478260869565,"Y",2021-02-28 23:00:00
93638,5,"SO2 1-hour 2010",,"15","001","1006","42401",2022,19.71756222,-155.1105295,"1099 WAIANUENUE AVE, HILO","Hilo","Hawaii","Hawaii",,"Hilo","HL11","Not in an urban area","Hilo, HI Micropolitan Statistical Area",1,3,25.3,"N",,,,1,3,26.7,"N",,,"N",1,4,11.6,"Y",,,"Y",21,19,"Annual 99th Percentile",75,"Sulfur dioxide","008","Parts per billion",,,214,77.9,0.1,52.2222222222222,272,41.8,0,98.9010989010989,263,216.3,0.1,85.8695652173913,149,87.3,0.3,79.3478260869565,"N",2022-02-28 23:00:00
93685,5,"SO2 1-hour 2010",,"15","001","1012","42401",2013,19.50977778,-155.9134167,"81-1043 KONAWAENA SCHOOL RD","Kealakekua","Hawaii","Hawaii",,"Kona","KN12","Not in an urban area","Hilo, HI Micropolitan Statistical Area",1,4,41.6,"Y",,,"U",1,4,63.5,"Y",,,"U",1,4,43,"Y",,,"U",49,19,"Annual 99th Percentile",75,"Sulfur dioxide","008","Parts per billion",,,263,105.7,0,91.2087912087912,267,63.5,0,95.6043956043956,267,31.6,0.7,94.5652173913043,262,88.9,1.3,90.2173913043478,"Y",2013-02-28 23:00:00
93685,5,"SO2 1-hour 2010",,"15","001","1012","42401",2014,19.50977778,-155.9134167,"81-1043 KONAWAENA SCHOOL RD","Kealakekua","Hawaii","Hawaii",,"Kona","KN12","Not in an urban area","Hilo, HI Micropolitan Statistical Area",1,4,34.5,"Y",,,"U",1,4,41.6,"Y",,,"U",1,4,63.5,"Y",,,"U",47,19,"Annual 99th Percentile",75,"Sulfur dioxide","008","Parts per billion",,,262,105.7,0.3,91.2087912087912,270,63.5,1.2,97.8021978021978,260,31.6,1.6,88.0434782608695,252,58.8,0.1,79.3478260869565,"Y",2014-02-28 23:00:00
93685,5,"SO2 1-hour 2010",,"15","001","1012","42401",2015,19.50977778,-155.9134167,"81-1043 KONAWAENA SCHOOL RD","Kealakekua","Hawaii","Hawaii",,"Kona","KN12","Not in an urban area","Hilo, HI Micropolitan Statistical Area",1,4,31.1,"Y",,,"Y",1,4,34.5,"Y",,,"U",1,4,41.6,"Y",,,"U",36,19,"Annual 99th Percentile",75,"Sulfur dioxide","008","Parts per billion",,,267,57.6,0.1,97.7777777777778,272,45.7,1.2,98.9010989010989,257,31.1,0.4,88.0434782608695,256,58.8,0.1,79.3478260869565,"Y",2015-02-28 23:00:00
93685,5,"SO2 1-hour 2010",,"15","001","1012","42401",2016,19.50977778,-155.9134167,"81-1043 KONAWAENA SCHOOL RD","Kealakekua","Hawaii","Hawaii",,"Kona","KN12","Not in an urban area","Hilo, HI Micropolitan Statistical Area",1,3,51,"N",,51,"Y",1,4,31.1,"Y",,,"Y",1,4,34.5,"Y",,,"U",39,19,"Annual 99th Percentile",75,"Sulfur dioxide","008","Parts per billion",,,220,101.2,0.1,47.2527472527472,270,61.4,0.2,97.8021978021978,257,51,0.4,88.0434782608695,256,47.5,0.1,79.3478260869565,"N",2016-02-29 23:00:00
93685,5,"SO2 1-hour 2010",,"15","001","1012","42401",2017,19.50977778,-155.9134167,"81-1043 KONAWAENA SCHOOL RD","Kealakekua","Hawaii","Hawaii",,"Kona","KN12","Not in an urban area","Hilo, HI Micropolitan Statistical Area",1,4,40.8,"Y",,,"Y",1,3,51,"N",,51,"Y",1,4,31.1,"Y",,,"Y",41,19,"Annual 99th Percentile",75,"Sulfur dioxide","008","Parts per billion",,,221,146.1,0.1,47.2527472527472,271,61.4,0.2,97.8021978021978,268,51,0.4,91.3043478260869,275,48.3,0.5,98.9130434782609,"N",2017-02-28 23:00:00
93685,5,"SO2 1-hour 2010",,"15","001","1012","42401",2018,19.50977778,-155.9134167,"81-1043 KONAWAENA SCHOOL RD","Kealakekua","Hawaii","Hawaii",,"Kona","KN12","Not in an urban area","Hilo, HI Micropolitan Statistical Area",1,4,94.3,"Y",,,"M",1,4,40.8,"Y",,,"Y",1,3,51,"N",,51,"Y",62,19,"Annual 99th Percentile",75,"Sulfur dioxide","008","Parts per billion",,,223,146.1,0.5,47.2527472527472,271,161.4,0.2,97.8021978021978,260,100,1.1,82.6086956521739,273,48.3,0.5,96.7391304347826,"N",2018-02-28 23:00:00
93685,5,"SO2 1-hour 2010",,"15","001","1012","42401",2019,19.50977778,-155.9134167,"81-1043 KONAWAENA SCHOOL RD","Kealakekua","Hawaii","Hawaii",,"Kona","KN12","Not in an urban area","Hilo, HI Micropolitan Statistical Area",1,4,2.5,"Y",,,"Y",1,4,94.3,"Y",,,"M",1,4,40.8,"Y",,,"Y",46,19,"Annual 99th Percentile",75,"Sulfur dioxide","008","Parts per billion",,,270,146.1,0.6,100,273,161.4,1.1,100,260,100,1.3,82.6086956521739,272,48.3,-0.3,96.7391304347826,"Y",2019-02-28 23:00:00
93685,5,"SO2 1-hour 2010",,"15","001","1012","42401",2020,19.50977778,-155.9134167,"81-1043 KONAWAENA SCHOOL RD","Kealakekua","Hawaii","Hawaii",,"Kona","KN12","Not in an urban area","Hilo, HI Micropolitan Statistical Area",1,4,12,"Y",,,"Y",1,4,2.5,"Y",,,"Y",1,4,94.3,"Y",,,"M",36,19,"Annual 99th Percentile",75,"Sulfur dioxide","008","Parts per billion",,,271,55,0.2,100,273,161.4,1.1,100,259,100,1.5,82.6086956521739,271,261.1,-0.3,96.7391304347826,"Y",2020-02-29 23:00:00
