"si_id","edt_id","pollutant_standard_id","tribal_code","state_code","county_code","site_number","parameter_code","dv_year","latitude","longitude","address","city_name","county_name","local_site_name","local_site_id","urbanized_area","cbsa_name","state_name","tribe_name","year_0_valid_days","year_0_complete_quarters","year_0_arith_mean","year_0_98th_percentile","year_0_certification_ind","year_1_valid_days","year_1_complete_quarters","year_1_arith_mean","year_1_98th_percentile","year_1_certification_ind","year_2_valid_days","year_2_complete_quarters","year_2_arith_mean","year_2_98th_percentile","year_2_certification_ind","year_0_q1_valid_days","year_0_q2_valid_days","year_0_q3_valid_days","year_0_q4_valid_days","year_1_q1_valid_days","year_1_q2_valid_days","year_1_q3_valid_days","year_1_q4_valid_days","year_2_q1_valid_days","year_2_q2_valid_days","year_2_q3_valid_days","year_2_q4_valid_days","q1_valid_days","q2_valid_days","q3_valid_days","q4_valid_days","year_0_q1_percent_one_day","year_0_q2_percent_one_day","year_0_q3_percent_one_day","year_0_q4_percent_one_day","year_1_q1_percent_one_day","year_1_q2_percent_one_day","year_1_q3_percent_one_day","year_1_q4_percent_one_day","year_2_q1_percent_one_day","year_2_q2_percent_one_day","year_2_q3_percent_one_day","year_2_q4_percent_one_day","q1_min_value","q2_min_value","q3_min_value","q4_min_value","q1_max_value","q2_max_value","q3_max_value","q4_max_value","year_0_first_max","year_0_second_max","year_0_third_max","year_0_fourth_max","year_0_fifth_max","year_0_sixth_max","year_0_seventh_max","year_0_eighth_max","year_1_first_max","year_1_second_max","year_1_third_max","year_1_fourth_max","year_1_fifth_max","year_1_sixth_max","year_1_seventh_max","year_1_eighth_max","year_2_first_max","year_2_second_max","year_2_third_max","year_2_fourth_max","year_2_fifth_max","year_2_sixth_max","year_2_seventh_max","year_2_eighth_max","design_value","dv_validity_indicator","pollutant_standard","primary_standard_level","comparison_scale","statistic_name","parameter_name","unit_code","units_of_measure","year_0_high_sub","year_0_low_sub","year_1_high_sub","year_1_low_sub","year_2_high_sub","year_2_low_sub","all_12_qtrs_gt_50","all_12_qtrs_gt_75","all_4_qtrs_gt_200_days","select_date"
1040,5,20,,"06","031","1004","42602",2014,36.31567,-119.643447,"807 SOUTH IRWIN ST., HANFORD","Hanford","Kings","Hanford-Irwin","1600716","Not in an urban area","Hanford-Corcoran, CA","California",,353,4,20.9943342776204,45,"S",333,4,22.2612612612613,46,"S",351,4,20.4558404558404,48,"S",79,90,92,92,90,78,75,90,81,88,92,90,250,256,259,272,0.97,1,1,1,1,0.89,0.85,1,0.97,1,1,1,4,4,5,7,48,44,54,58,50,48,47,47,46,45,45,45,58,54,53,53,51,48,46,45,56,54,53,51,50,49,48,48,46,"Y","NO2 1-hour 2010",100,0,"Annual 98th Percentile","Nitrogen dioxide (NO2)","008","Parts per billion",45,45,46,46,48,48,"Y","Y","Y",2013-12-31 23:00:00
1040,5,20,,"06","031","1004","42602",2015,36.31567,-119.643447,"807 SOUTH IRWIN ST., HANFORD","Hanford","Kings","Hanford-Irwin","1600716","Not in an urban area","Hanford-Corcoran, CA","California",,351,4,19.7549857549857,41,"S",353,4,20.9943342776204,45,"S",333,4,22.2612612612613,46,"S",90,90,89,82,79,90,92,92,90,78,75,90,259,258,256,264,1,1,1,0.95,0.97,1,1,1,1,0.89,0.85,1,6,4,5,7,46,44,43,58,51,48,45,44,43,43,42,41,50,48,47,47,46,45,45,45,58,54,53,53,51,48,46,45,44,"Y","NO2 1-hour 2010",100,0,"Annual 98th Percentile","Nitrogen dioxide (NO2)","008","Parts per billion",41,41,45,45,46,46,"Y","Y","Y",2014-12-31 23:00:00
1040,5,20,,"06","031","1004","42602",2016,36.31567,-119.643447,"807 SOUTH IRWIN ST., HANFORD","Hanford","Kings","Hanford-Irwin","1600716","Not in an urban area","Hanford-Corcoran, CA","California",,350,4,18.6205714285714,41.1,"Y",351,4,19.7549857549857,41,"S",353,4,20.9943342776204,45,"S",83,90,90,87,90,90,89,82,79,90,92,92,252,270,271,261,0.95,1,1,0.99,1,1,1,0.95,0.97,1,1,1,1.1,3.7,5,7,45,44,43,52.2,52.2,48.1,44.3,42.6,42.5,41.7,41.1,39.7,51,48,45,44,43,43,42,41,50,48,47,47,46,45,45,45,42,"Y","NO2 1-hour 2010",100,0,"Annual 98th Percentile","Nitrogen dioxide (NO2)","008","Parts per billion",41.1,41.1,41,41,45,45,"Y","Y","Y",2015-12-31 23:00:00
1040,5,20,,"06","031","1004","42602",2017,36.31567,-119.643447,"807 SOUTH IRWIN ST., HANFORD","Hanford","Kings","Hanford-Irwin","1600716","Not in an urban area","Hanford-Corcoran, CA","California",,356,4,18.2834269662921,42.9,"Y",350,4,18.6205714285714,41.1,"Y",351,4,19.7549857549857,41,"S",87,91,89,89,83,90,90,87,90,90,89,82,260,271,268,258,1,1,1,1,0.95,1,1,0.99,1,1,1,0.95,1.1,3.7,5,6.6,41,36,43,56.9,56.9,52.3,48.6,47,46.3,44.5,42.9,42.9,52.2,48.1,44.3,42.6,42.5,41.7,41.1,39.7,51,48,45,44,43,43,42,41,42,"Y","NO2 1-hour 2010",100,0,"Annual 98th Percentile","Nitrogen dioxide (NO2)","008","Parts per billion",42.9,42.9,41.1,41.1,41,41,"Y","Y","Y",2016-12-31 23:00:00
1040,5,20,,"06","031","1004","42602",2018,36.31567,-119.643447,"807 SOUTH IRWIN ST., HANFORD","Hanford","Kings","Hanford-Irwin","1600716","Not in an urban area","Hanford-Corcoran, CA","California",,359,4,19.2760445682451,50.7,"Y",356,4,18.2834269662921,42.9,"Y",350,4,18.6205714285714,41.1,"Y",87,91,89,92,87,91,89,89,83,90,90,87,257,272,268,268,1,1,1,1,1,1,1,1,0.95,1,1,0.99,1.1,3,3.7,6.6,50.6,31.9,36.8,56.9,56.3,53.2,53.2,52.7,51.6,51.2,51,50.7,56.9,52.3,48.6,47,46.3,44.5,42.9,42.9,52.2,48.1,44.3,42.6,42.5,41.7,41.1,39.7,45,"Y","NO2 1-hour 2010",100,0,"Annual 98th Percentile","Nitrogen dioxide (NO2)","008","Parts per billion",50.7,50.7,42.9,42.9,41.1,41.1,"Y","Y","Y",2017-12-31 23:00:00
1040,5,20,,"06","031","1004","42602",2019,36.31567,-119.643447,"807 SOUTH IRWIN ST., HANFORD","Hanford","Kings","Hanford-Irwin","1600716","Not in an urban area","Hanford-Corcoran, CA","California",,352,4,18.6301136363636,48.7,"Y",359,4,19.2760445682451,50.7,"Y",356,4,18.2834269662921,42.9,"Y",89,86,85,92,87,91,89,92,87,91,89,89,263,268,263,273,1,0.97,0.98,1,1,1,1,1,1,1,1,1,1.6,3,3.7,6.6,50.6,33.8,36.8,62.9,62.9,59.5,57.5,57,56.6,55.7,54.5,48.7,56.3,53.2,53.2,52.7,51.6,51.2,51,50.7,56.9,52.3,48.6,47,46.3,44.5,42.9,42.9,47,"Y","NO2 1-hour 2010",100,0,"Annual 98th Percentile","Nitrogen dioxide (NO2)","008","Parts per billion",48.7,48.7,50.7,50.7,42.9,42.9,"Y","Y","Y",2018-12-31 23:00:00
1040,5,20,,"06","031","1004","42602",2020,36.31567,-119.643447,"807 SOUTH IRWIN ST., HANFORD","Hanford","Kings","Hanford-Irwin","1600716","Not in an urban area","Hanford-Corcoran, CA","California",,360,4,18.8013888888889,43.7,"Y",352,4,18.6301136363636,48.7,"Y",359,4,19.2760445682451,50.7,"Y",89,90,89,92,89,86,85,92,87,91,89,92,265,267,263,276,1,1,1,1,1,0.97,0.98,1,1,1,1,1,3.5,1.8,3.7,6.6,50.6,33.8,36.8,62.9,51.9,51.5,50.2,47.4,45.4,45.4,44.7,43.7,62.9,59.5,57.5,57,56.6,55.7,54.5,48.7,56.3,53.2,53.2,52.7,51.6,51.2,51,50.7,48,"Y","NO2 1-hour 2010",100,0,"Annual 98th Percentile","Nitrogen dioxide (NO2)","008","Parts per billion",43.7,43.7,48.7,48.7,50.7,50.7,"Y","Y","Y",2019-12-31 23:00:00
1040,5,20,,"06","031","1004","42602",2021,36.31567,-119.643447,"807 SOUTH IRWIN ST., HANFORD","Hanford","Kings","Hanford-Irwin","1600716","Not in an urban area","Hanford-Corcoran, CA","California",,342,4,18.6263157894737,40.8,"Y",360,4,18.8013888888889,43.7,"Y",352,4,18.6301136363636,48.7,"Y",88,74,89,91,89,90,89,92,89,86,85,92,266,250,263,275,1,0.84,1,1,1,1,1,1,1,0.97,0.98,1,4.5,1.8,4.8,5,42.6,47.5,36.5,62.9,51.5,47.5,42.9,41,41,41,40.8,39.1,51.9,51.5,50.2,47.4,45.4,45.4,44.7,43.7,62.9,59.5,57.5,57,56.6,55.7,54.5,48.7,44,"Y","NO2 1-hour 2010",100,0,"Annual 98th Percentile","Nitrogen dioxide (NO2)","008","Parts per billion",40.8,40.8,43.7,43.7,48.7,48.7,"Y","Y","Y",2020-12-31 23:00:00
1040,5,20,,"06","031","1004","42602",2022,36.31567,-119.643447,"807 SOUTH IRWIN ST., HANFORD","Hanford","Kings","Hanford-Irwin","1600716","Not in an urban area","Hanford-Corcoran, CA","California",,357,4,18.2218487394958,40.9,"Y",342,4,18.6263157894737,40.8,"Y",360,4,18.8013888888889,43.7,"Y",88,89,90,90,88,74,89,91,89,90,89,92,265,253,268,273,1,1,1,1,1,0.84,1,1,1,1,1,1,4.7,1.8,4.4,4.6,43.7,47.5,37.7,51.9,45.8,44.4,43.7,43.1,42,41.5,40.9,40.9,51.5,47.5,42.9,41,41,41,40.8,39.1,51.9,51.5,50.2,47.4,45.4,45.4,44.7,43.7,42,"Y","NO2 1-hour 2010",100,0,"Annual 98th Percentile","Nitrogen dioxide (NO2)","008","Parts per billion",40.9,40.9,40.8,40.8,43.7,43.7,"Y","Y","Y",2021-12-31 23:00:00
1053,5,20,,"06","037","0002","42602",2013,34.1365,-117.92391,"803 N. LOREN AVE., AZUSA","Azusa","Los Angeles","Azusa",,"Los Angeles, CA","Los Angeles-Long Beach-Anaheim, CA","California",,352,4,30.0732954545454,56.7,"U",341,4,32.1208211143695,61.5,"S",279,1,32.4394265232975,65.1,"U",87,85,91,89,88,90,90,73,65,61,87,66,240,236,268,228,1,1,1,1,1,1,1,0.86,0.82,0.69,1,0.76,6.6,6,12.5,8.9,71.8,62.1,69.6,79.5,76.8,69.2,67.1,61,59.6,58.9,58.3,56.7,71.8,65.8,65.6,62.7,62.4,61.7,61.5,59.9,79.5,72.3,69.6,67.3,66.2,65.1,62.9,62.5,61,"Y","NO2 1-hour 2010",100,0,"Annual 98th Percentile","Nitrogen dioxide (NO2)","008","Parts per billion",56.7,56.7,61.5,61.5,65.1,,"Y","N","Y",2012-12-31 23:00:00
1053,5,20,,"06","037","0002","42602",2014,34.1365,-117.92391,"803 N. LOREN AVE., AZUSA","Azusa","Los Angeles","Azusa",,"Los Angeles, CA","Los Angeles-Long Beach-Anaheim, CA","California",,337,4,30.4991097922849,61,"U",352,4,30.0732954545454,56.7,"U",341,4,32.1208211143695,61.5,"S",88,77,86,86,87,85,91,89,88,90,90,73,263,252,267,248,1,0.96,1,1,1,1,1,1,1,1,1,0.86,8.7,6,9.5,10.4,71.8,58.6,65.8,76.8,70.2,68.5,66.7,63,61.9,61.9,61,60.6,76.8,69.2,67.1,61,59.6,58.9,58.3,56.7,71.8,65.8,65.6,62.7,62.4,61.7,61.5,59.9,60,"Y","NO2 1-hour 2010",100,0,"Annual 98th Percentile","Nitrogen dioxide (NO2)","008","Parts per billion",61,61,56.7,56.7,61.5,61.5,"Y","Y","Y",2013-12-31 23:00:00
1053,5,20,,"06","037","0002","42602",2015,34.1365,-117.92391,"803 N. LOREN AVE., AZUSA","Azusa","Los Angeles","Azusa",,"Los Angeles, CA","Los Angeles-Long Beach-Anaheim, CA","California",,334,4,27.5781437125748,59.2,"U",337,4,30.4991097922849,61,"U",352,4,30.0732954545454,56.7,"U",81,89,75,89,88,77,86,86,87,85,91,89,256,251,252,264,0.99,1,0.86,1,1,0.96,1,1,1,1,1,1,8.7,6,7.1,8.7,71,58.6,55.5,76.8,71,67.7,66.4,63.2,60.3,60.1,59.2,58.5,70.2,68.5,66.7,63,61.9,61.9,61,60.6,76.8,69.2,67.1,61,59.6,58.9,58.3,56.7,59,"Y","NO2 1-hour 2010",100,0,"Annual 98th Percentile","Nitrogen dioxide (NO2)","008","Parts per billion",59.2,59.2,61,61,56.7,56.7,"Y","Y","Y",2014-12-31 23:00:00
1053,5,20,,"06","037","0002","42602",2016,34.1365,-117.92391,"803 N. LOREN AVE., AZUSA","Azusa","Los Angeles","Azusa",,"Los Angeles, CA","Los Angeles-Long Beach-Anaheim, CA","California",,360,4,28.4344444444444,58.3,"Y",334,4,27.5781437125748,59.2,"U",337,4,30.4991097922849,61,"U",89,89,91,91,81,89,75,89,88,77,86,86,258,255,252,266,1,1,1,1,0.99,1,0.86,1,1,0.96,1,1,0.4,8.6,7.1,8.7,74.2,58.6,48.9,67.7,74.2,66.6,62.6,60.8,60.4,58.8,58.7,58.3,71,67.7,66.4,63.2,60.3,60.1,59.2,58.5,70.2,68.5,66.7,63,61.9,61.9,61,60.6,60,"Y","NO2 1-hour 2010",100,0,"Annual 98th Percentile","Nitrogen dioxide (NO2)","008","Parts per billion",58.3,58.3,59.2,59.2,61,61,"Y","Y","Y",2015-12-31 23:00:00
1053,5,20,,"06","037","0002","42602",2017,34.1365,-117.92391,"803 N. LOREN AVE., AZUSA","Azusa","Los Angeles","Azusa",,"Los Angeles, CA","Los Angeles-Long Beach-Anaheim, CA","California",,363,4,27.7338842975207,51.1,"Y",360,4,28.4344444444444,58.3,"Y",334,4,27.5781437125748,59.2,"U",89,91,92,91,89,89,91,91,81,89,75,89,259,269,258,271,1,1,1,1,1,1,1,1,0.99,1,0.86,1,0.4,6.7,6.4,8.7,74.2,58.5,56.4,67.7,65.6,64.2,60.5,60.5,58,56.4,53.8,51.1,74.2,66.6,62.6,60.8,60.4,58.8,58.7,58.3,71,67.7,66.4,63.2,60.3,60.1,59.2,58.5,56,"Y","NO2 1-hour 2010",100,0,"Annual 98th Percentile","Nitrogen dioxide (NO2)","008","Parts per billion",51.1,51.1,58.3,58.3,59.2,59.2,"Y","Y","Y",2016-12-31 23:00:00
1053,5,20,,"06","037","0002","42602",2018,34.1365,-117.92391,"803 N. LOREN AVE., AZUSA","Azusa","Los Angeles","Azusa",,"Los Angeles, CA","Los Angeles-Long Beach-Anaheim, CA","California",,356,4,26.5314606741573,56.8,"Y",363,4,27.7338842975207,51.1,"Y",360,4,28.4344444444444,58.3,"Y",89,90,85,92,89,91,92,91,89,89,91,91,267,270,268,274,1,1,0.98,1,1,1,1,1,1,1,1,1,0.4,6.7,6.4,9.5,74.2,50.3,56.4,68.8,70.8,69.6,68.8,64.7,62.5,60.4,58.5,56.8,65.6,64.2,60.5,60.5,58,56.4,53.8,51.1,74.2,66.6,62.6,60.8,60.4,58.8,58.7,58.3,55,"Y","NO2 1-hour 2010",100,0,"Annual 98th Percentile","Nitrogen dioxide (NO2)","008","Parts per billion",56.8,56.8,51.1,51.1,58.3,58.3,"Y","Y","Y",2017-12-31 23:00:00
1053,5,20,,"06","037","0002","42602",2019,34.1365,-117.92391,"803 N. LOREN AVE., AZUSA","Azusa","Los Angeles","Azusa",,"Los Angeles, CA","Los Angeles-Long Beach-Anaheim, CA","California",,364,4,25.3804945054945,49.8,"Y",356,4,26.5314606741573,56.8,"Y",363,4,27.7338842975207,51.1,"Y",90,90,92,92,89,90,85,92,89,91,92,91,268,271,269,275,1,1,1,1,1,1,0.98,1,1,1,1,1,6.9,5.9,6.4,6,70.8,47.6,56.4,68.8,59.7,55.3,55.1,55.1,54.4,50.9,49.9,49.8,70.8,69.6,68.8,64.7,62.5,60.4,58.5,56.8,65.6,64.2,60.5,60.5,58,56.4,53.8,51.1,53,"Y","NO2 1-hour 2010",100,0,"Annual 98th Percentile","Nitrogen dioxide (NO2)","008","Parts per billion",49.8,49.8,56.8,56.8,51.1,51.1,"Y","Y","Y",2018-12-31 23:00:00
1053,5,20,,"06","037","0002","42602",2020,34.1365,-117.92391,"803 N. LOREN AVE., AZUSA","Azusa","Los Angeles","Azusa",,"Los Angeles, CA","Los Angeles-Long Beach-Anaheim, CA","California",,347,4,24.7086455331412,54.1,"Y",364,4,25.3804945054945,49.8,"Y",356,4,26.5314606741573,56.8,"Y",89,91,75,92,90,90,92,92,89,90,85,92,268,271,252,276,1,1,0.85,1,1,1,1,1,1,1,0.98,1,5.6,4.6,7.5,6,70.8,45.4,64.8,68.8,64.8,63.1,63,60.5,59.4,54.7,54.1,52.9,59.7,55.3,55.1,55.1,54.4,50.9,49.9,49.8,70.8,69.6,68.8,64.7,62.5,60.4,58.5,56.8,54,"Y","NO2 1-hour 2010",100,0,"Annual 98th Percentile","Nitrogen dioxide (NO2)","008","Parts per billion",54.1,54.1,49.8,49.8,56.8,56.8,"Y","Y","Y",2019-12-31 23:00:00
1053,5,20,,"06","037","0002","42602",2021,34.1365,-117.92391,"803 N. LOREN AVE., AZUSA","Azusa","Los Angeles","Azusa",,"Los Angeles, CA","Los Angeles-Long Beach-Anaheim, CA","California",,357,4,25.1033613445378,51,"Y",347,4,24.7086455331412,54.1,"Y",364,4,25.3804945054945,49.8,"Y",89,91,86,91,89,91,75,92,90,90,92,92,268,272,253,275,1,1,0.96,1,1,1,0.85,1,1,1,1,1,5.6,4.6,8.5,6,59.7,51,64.8,78.1,78.1,69.7,67.2,59.1,55,52.8,51.5,51,64.8,63.1,63,60.5,59.4,54.7,54.1,52.9,59.7,55.3,55.1,55.1,54.4,50.9,49.9,49.8,52,"Y","NO2 1-hour 2010",100,0,"Annual 98th Percentile","Nitrogen dioxide (NO2)","008","Parts per billion",51,51,54.1,54.1,49.8,49.8,"Y","Y","Y",2020-12-31 23:00:00
1053,5,20,,"06","037","0002","42602",2022,34.1365,-117.92391,"803 N. LOREN AVE., AZUSA","Azusa","Los Angeles","Azusa",,"Los Angeles, CA","Los Angeles-Long Beach-Anaheim, CA","California",,260,3,22.2430769230769,44.3,"Y",357,4,25.1033613445378,51,"Y",347,4,24.7086455331412,54.1,"Y",79,90,91,,89,91,86,91,89,91,75,92,257,272,252,,0.91,1,0.99,,1,1,0.96,1,1,1,0.85,1,5.6,4.6,7.6,9,59.4,51,64.8,78.1,47.9,47.2,46.1,46,44.7,44.3,44.1,43.5,78.1,69.7,67.2,59.1,55,52.8,51.5,51,64.8,63.1,63,60.5,59.4,54.7,54.1,52.9,50,"N","NO2 1-hour 2010",100,0,"Annual 98th Percentile","Nitrogen dioxide (NO2)","008","Parts per billion",,,51,51,54.1,54.1,"N","N","N",2021-12-31 23:00:00
1059,5,20,,"06","037","0016","42602",2013,34.14435,-117.85036,"840 LAUREL, GLENDORA","Glendora","Los Angeles","Glendora",,"Los Angeles, CA","Los Angeles-Long Beach-Anaheim, CA","California",,349,4,22.7315186246418,50.4,"U",268,2,23.9861940298507,53.3,"S",300,3,24.2443333333333,53.9,"U",79,90,91,89,55,89,55,69,88,89,33,90,222,268,179,248,0.96,1,1,1,0.66,1,0.65,0.83,1,1,0.39,1,5.6,2.1,9.9,6.6,55.6,44.6,60,77.6,55.7,55.6,54.2,51.6,51,50.5,50.4,48.6,60,55.5,54.8,53.7,53.5,53.3,51.8,49.2,77.6,57.8,56,55.2,54.4,53.9,52.8,52.3,53,"N","NO2 1-hour 2010",100,0,"Annual 98th Percentile","Nitrogen dioxide (NO2)","008","Parts per billion",50.4,50.4,60,,,,"N","N","N",2012-12-31 23:00:00
1059,5,20,,"06","037","0016","42602",2014,34.14435,-117.85036,"840 LAUREL, GLENDORA","Glendora","Los Angeles","Glendora",,"Los Angeles, CA","Los Angeles-Long Beach-Anaheim, CA","California",,343,4,23.1714285714286,51.7,"U",349,4,22.7315186246418,50.4,"U",268,2,23.9861940298507,53.3,"S",89,89,76,89,79,90,91,89,55,89,55,69,223,268,222,247,1,1,0.86,1,0.96,1,1,1,0.66,1,0.65,0.83,5.6,3.6,9.5,8.9,65.7,52.8,60,55.7,65.7,62.1,58,57,56.4,52.8,51.7,51.1,55.7,55.6,54.2,51.6,51,50.5,50.4,48.6,60,55.5,54.8,53.7,53.5,53.3,51.8,49.2,52,"Y","NO2 1-hour 2010",100,0,"Annual 98th Percentile","Nitrogen dioxide (NO2)","008","Parts per billion",51.7,51.7,50.4,50.4,65.7,,"Y","N","Y",2013-12-31 23:00:00
1059,5,20,,"06","037","0016","42602",2015,34.14435,-117.85036,"840 LAUREL, GLENDORA","Glendora","Los Angeles","Glendora",,"Los Angeles, CA","Los Angeles-Long Beach-Anaheim, CA","California",,356,4,20.6227528089888,52.6,"U",343,4,23.1714285714286,51.7,"U",349,4,22.7315186246418,50.4,"U",90,90,85,91,89,89,76,89,79,90,91,89,258,269,252,269,1,1,1,1,1,1,0.86,1,0.96,1,1,1,5.7,3.6,8,6,66.2,52.8,46.1,63,66.2,63,61.8,60.1,57.4,55.1,53.9,52.6,65.7,62.1,58,57,56.4,52.8,51.7,51.1,55.7,55.6,54.2,51.6,51,50.5,50.4,48.6,52,"Y","NO2 1-hour 2010",100,0,"Annual 98th Percentile","Nitrogen dioxide (NO2)","008","Parts per billion",52.6,52.6,51.7,51.7,50.4,50.4,"Y","Y","Y",2014-12-31 23:00:00
1059,5,20,,"06","037","0016","42602",2016,34.14435,-117.85036,"840 LAUREL, GLENDORA","Glendora","Los Angeles","Glendora",,"Los Angeles, CA","Los Angeles-Long Beach-Anaheim, CA","California",,359,4,21.1323119777159,45.7,"Y",356,4,20.6227528089888,52.6,"U",343,4,23.1714285714286,51.7,"U",89,90,91,89,90,90,85,91,89,89,76,89,268,269,252,269,1,1,1,0.99,1,1,1,1,1,1,0.86,1,5.7,3.9,8,6,66.2,52.8,42.5,63,65.4,61.4,58.5,58,55.6,53.4,48.2,45.7,66.2,63,61.8,60.1,57.4,55.1,53.9,52.6,65.7,62.1,58,57,56.4,52.8,51.7,51.1,50,"Y","NO2 1-hour 2010",100,0,"Annual 98th Percentile","Nitrogen dioxide (NO2)","008","Parts per billion",45.7,45.7,52.6,52.6,51.7,51.7,"Y","Y","Y",2015-12-31 23:00:00
1059,5,20,,"06","037","0016","42602",2017,34.14435,-117.85036,"840 LAUREL, GLENDORA","Glendora","Los Angeles","Glendora",,"Los Angeles, CA","Los Angeles-Long Beach-Anaheim, CA","California",,362,4,19.2533149171271,44.5,"Y",359,4,21.1323119777159,45.7,"Y",356,4,20.6227528089888,52.6,"U",89,91,91,91,89,90,91,89,90,90,85,91,268,271,267,271,1,1,1,1,1,1,1,0.99,1,1,1,1,5.7,4.9,6,5.5,66.2,40.6,42.5,63,55.5,54.9,52.6,48.9,46.7,46.6,46.3,44.5,65.4,61.4,58.5,58,55.6,53.4,48.2,45.7,66.2,63,61.8,60.1,57.4,55.1,53.9,52.6,48,"Y","NO2 1-hour 2010",100,0,"Annual 98th Percentile","Nitrogen dioxide (NO2)","008","Parts per billion",44.5,44.5,45.7,45.7,52.6,52.6,"Y","Y","Y",2016-12-31 23:00:00
1059,5,20,,"06","037","0016","42602",2018,34.14435,-117.85036,"840 LAUREL, GLENDORA","Glendora","Los Angeles","Glendora",,"Los Angeles, CA","Los Angeles-Long Beach-Anaheim, CA","California",,342,4,18.5722222222222,44.2,"Y",362,4,19.2533149171271,44.5,"Y",359,4,21.1323119777159,45.7,"Y",87,82,81,92,89,91,91,91,89,90,91,89,265,263,263,272,0.98,0.93,0.91,1,1,1,1,1,1,1,1,0.99,3.8,4.9,6,5.5,65.4,38.3,42,61.4,55.2,51.7,50.9,50.4,48.2,46.7,44.2,42.4,55.5,54.9,52.6,48.9,46.7,46.6,46.3,44.5,65.4,61.4,58.5,58,55.6,53.4,48.2,45.7,45,"Y","NO2 1-hour 2010",100,0,"Annual 98th Percentile","Nitrogen dioxide (NO2)","008","Parts per billion",44.2,44.2,44.5,44.5,45.7,45.7,"Y","Y","Y",2017-12-31 23:00:00
1059,5,20,,"06","037","0016","42602",2019,34.14435,-117.85036,"840 LAUREL, GLENDORA","Glendora","Los Angeles","Glendora",,"Los Angeles, CA","Los Angeles-Long Beach-Anaheim, CA","California",,356,4,16.9303370786517,36.5,"Y",342,4,18.5722222222222,44.2,"Y",362,4,19.2533149171271,44.5,"Y",90,91,90,85,87,82,81,92,89,91,91,91,266,264,262,268,1,1,1,0.95,0.98,0.93,0.91,1,1,1,1,1,3.8,4.3,6,5.5,55.2,39,40,55.5,52.9,46.7,39.2,39,38.8,37.9,37.7,36.5,55.2,51.7,50.9,50.4,48.2,46.7,44.2,42.4,55.5,54.9,52.6,48.9,46.7,46.6,46.3,44.5,42,"Y","NO2 1-hour 2010",100,0,"Annual 98th Percentile","Nitrogen dioxide (NO2)","008","Parts per billion",36.5,36.5,44.2,44.2,44.5,44.5,"Y","Y","Y",2018-12-31 23:00:00
1059,5,20,,"06","037","0016","42602",2020,34.14435,-117.85036,"840 LAUREL, GLENDORA","Glendora","Los Angeles","Glendora",,"Los Angeles, CA","Los Angeles-Long Beach-Anaheim, CA","California",,366,4,16.7071038251366,41.9,"Y",356,4,16.9303370786517,36.5,"Y",342,4,18.5722222222222,44.2,"Y",91,91,92,92,90,91,90,85,87,82,81,92,268,264,263,269,1,1,1,1,1,1,1,0.95,0.98,0.93,0.91,1,3.7,2.9,6.3,5.5,55.2,39,46.6,52.9,50.4,50.2,46.6,45.6,44.6,43.6,42.4,41.9,52.9,46.7,39.2,39,38.8,37.9,37.7,36.5,55.2,51.7,50.9,50.4,48.2,46.7,44.2,42.4,41,"Y","NO2 1-hour 2010",100,0,"Annual 98th Percentile","Nitrogen dioxide (NO2)","008","Parts per billion",41.9,41.9,36.5,36.5,44.2,44.2,"Y","Y","Y",2019-12-31 23:00:00
1059,5,20,,"06","037","0016","42602",2021,34.14435,-117.85036,"840 LAUREL, GLENDORA","Glendora","Los Angeles","Glendora",,"Los Angeles, CA","Los Angeles-Long Beach-Anaheim, CA","California",,352,4,18.1428977272727,47.6,"Y",366,4,16.7071038251366,41.9,"Y",356,4,16.9303370786517,36.5,"Y",90,79,92,91,91,91,92,92,90,91,90,85,271,261,274,268,1,0.92,1,1,1,1,1,1,1,1,1,0.95,3.7,2.9,6.7,1.3,57.4,39,46.6,68.6,68.6,65.9,59.8,57.4,50.7,50.6,47.7,47.6,50.4,50.2,46.6,45.6,44.6,43.6,42.4,41.9,52.9,46.7,39.2,39,38.8,37.9,37.7,36.5,42,"Y","NO2 1-hour 2010",100,0,"Annual 98th Percentile","Nitrogen dioxide (NO2)","008","Parts per billion",47.6,47.6,41.9,41.9,36.5,36.5,"Y","Y","Y",2020-12-31 23:00:00
1059,5,20,,"06","037","0016","42602",2022,34.14435,-117.85036,"840 LAUREL, GLENDORA","Glendora","Los Angeles","Glendora",,"Los Angeles, CA","Los Angeles-Long Beach-Anaheim, CA","California",,365,4,15.6145205479452,35.9,"Y",352,4,18.1428977272727,47.6,"Y",366,4,16.7071038251366,41.9,"Y",90,91,92,92,90,79,92,91,91,91,92,92,271,261,276,275,1,1,1,1,1,0.92,1,1,1,1,1,1,1.9,2.9,5.8,1.3,57.4,31.3,46.6,68.6,54.2,42,40.1,39.4,38.8,37.7,37.4,35.9,68.6,65.9,59.8,57.4,50.7,50.6,47.7,47.6,50.4,50.2,46.6,45.6,44.6,43.6,42.4,41.9,42,"Y","NO2 1-hour 2010",100,0,"Annual 98th Percentile","Nitrogen dioxide (NO2)","008","Parts per billion",35.9,35.9,47.6,47.6,41.9,41.9,"Y","Y","Y",2021-12-31 23:00:00
